date,temperature,humidity,wind_speed
2016-08-25,29.7,41.0,5.4
2016-08-23,23.5,61.0,6.8
2016-08-21,20.1,80.0,8.4
2016-08-14,24.4,64.0,3.2
2016-08-05,20.3,70.0,3.3
2016-07-31,18.8,79.0,4.7
2016-07-27,25.8,68.0,6.6
2016-07-26,24.3,69.0,4.0
2016-07-18,22.5,68.0,5.1
2016-07-17,22.9,74.0,4.0
2016-07-16,18.4,86.0,9.0
2016-07-12,18.9,85.0,2.3
2016-07-03,18.5,61.0,12.3
2016-06-28,24.9,65.0,4.4
2016-06-17,18.2,53.0,3.5
2016-06-09,15.1,70.0,10.2
2016-06-01,20.5,58.0,10.7
2016-05-31,22.5,47.0,3.9
2016-05-30,18.7,50.0,4.6
2016-05-16,13.8,96.0,4.7
2016-05-15,15.3,90.0,5.1
2016-04-28,16.4,60.0,7.5
2016-04-18,21.1,38.0,6.2
2016-03-27,7.8,84.0,13.0
2015-10-17,18.6,74.0,2.5
2015-10-15,19.5,53.0,4.3
2015-10-04,19.9,45.0,1.3
2015-09-12,24.1,61.0,6.5
2015-09-09,19.4,80.0,5.1
2015-09-05,17.8,64.0,4.4
2015-08-27,24.4,49.0,5.6
2015-08-17,24.4,65.0,6.5
2015-08-15,16.2,90.0,7.1
2015-08-14,24.0,68.0,8.4
2015-08-08,21.2,78.0,12.0
2015-08-07,21.9,69.0,5.8
2015-08-04,22.4,58.0,4.9
2015-08-02,28.1,48.0,3.5
2015-07-30,28.6,38.0,6.2
2015-07-29,25.3,57.0,3.7
2015-07-19,29.1,51.0,3.7
2015-07-16,21.3,61.0,8.9
2015-07-11,18.7,80.0,10.4
2015-07-09,29.1,56.0,4.4
2015-07-04,29.2,45.0,7.6
2015-07-03,28.7,44.0,6.5
2015-06-26,28.1,48.0,7.7
2015-06-18,22.4,48.0,5.6
2015-06-14,23.8,40.0,4.3
2015-06-10,23.7,51.0,6.1
2015-06-07,25.9,55.0,5.9
2015-06-03,14.2,97.0,3.3
2015-05-28,22.8,67.0,3.4
2015-05-10,21.2,44.0,4.3
2015-04-25,10.3,74.0,3.3
2015-04-20,20.5,51.0,3.7
2015-03-10,14.5,55.0,1.3
2015-02-28,9.5,38.0,1.1
2015-02-18,12.0,55.0,5.6
2015-01-21,6.6,75.0,2.3
2014-09-15,26.9,39.0,0.8
2014-09-14,26.0,42.0,3.3
2014-09-08,18.4,90.0,5.6
2014-09-01,17.4,80.0,9.0
2014-08-23,24.9,53.0,3.2
2014-08-19,22.8,84.0,3.4
2014-08-17,24.1,72.0,5.1
2014-08-14,23.7,75.0,4.2
2014-08-07,22.7,61.0,2.0
2014-08-01,28.1,59.0,4.0
2014-07-26,22.2,58.0,4.8
2014-07-20,16.2,85.0,4.8
2014-07-18,20.3,71.0,4.9
2014-07-15,27.2,68.0,5.1
2014-07-10,24.1,61.0,6.2
2014-07-07,25.0,61.0,6.3
2014-06-30,22.1,54.0,8.6
2014-06-25,22.2,57.0,6.8
2014-06-23,22.6,54.0,4.9
2014-06-19,15.6,80.0,11.5
2014-06-18,15.6,82.0,7.2
2014-06-15,13.1,93.0,3.6
2014-06-13,16.6,93.0,6.5
2014-06-05,18.0,77.0,5.0
2014-06-01,20.5,66.0,4.9
2014-05-31,20.9,59.0,5.2
2014-05-30,17.6,62.0,9.3
2014-05-28,14.6,84.0,4.0
2014-05-24,14.8,83.0,3.2
2014-05-12,18.7,47.0,4.5
2014-04-29,12.6,53.0,4.7
2014-04-28,8.7,73.0,7.9
2014-04-02,9.0,70.0,7.2
2014-02-02,3.3,72.0,3.0
2013-09-12,28.9,54.0,4.3
2013-08-26,20.7,60.0,13.6
2013-08-25,20.4,63.0,5.8
2013-08-24,19.0,92.0,3.8
2013-08-19,19.3,72.0,5.9
2013-08-14,24.3,55.0,7.6
2013-08-13,23.0,60.0,8.2
2013-08-04,24.1,70.0,4.2
2013-08-03,19.2,87.0,3.9
2013-07-31,26.8,56.0,4.7
2013-07-27,21.8,60.0,4.9
2013-07-26,24.5,58.0,4.4
2013-07-21,22.0,76.0,4.9
2013-07-14,21.9,59.0,4.5
2013-07-11,17.9,67.0,6.5
2013-07-10,19.9,85.0,5.7
2013-07-05,20.1,71.0,6.0
2013-07-04,19.2,79.0,5.9
2013-07-03,23.2,62.0,4.6
2013-07-01,31.5,49.0,5.2
2013-06-30,28.9,52.0,3.4
2013-06-21,14.5,92.0,5.5
2013-06-17,19.7,62.0,9.1
2013-06-15,21.7,58.0,6.5
2013-06-12,14.8,84.0,8.2
2013-06-10,18.6,60.0,6.7
2013-06-06,22.0,57.0,2.7
2013-05-17,14.7,71.0,9.2
2013-04-12,5.2,92.0,12.6
2013-03-04,7.4,47.0,1.9
2013-02-05,4.9,98.0,14.4
2013-01-15,3.6,81.0,1.9
2012-12-22,2.9,82.0,5.2
2012-11-15,8.5,82.0,1.3
2012-09-16,24.7,50.0,6.4
2012-09-02,18.1,75.0,6.7
2012-08-29,17.4,84.0,9.2
2012-08-23,16.8,87.0,4.3
2012-08-22,17.4,83.0,8.0
2012-08-11,25.7,61.0,4.7
2012-08-04,30.7,49.0,6.3
2012-08-01,20.9,71.0,5.7
2012-07-29,21.2,67.0,7.1
2012-07-19,24.0,60.0,4.6
2012-07-13,26.2,66.0,5.2
2012-07-12,25.5,65.0,2.6
2012-07-07,24.9,54.0,3.2
2012-07-06,23.3,49.0,4.9
2012-07-04,16.5,71.0,5.4
2012-06-24,16.1,72.0,3.3
2012-06-15,15.3,63.0,5.1
2012-05-27,13.6,72.0,12.0
2012-05-15,15.9,67.0,3.1
2012-03-25,13.5,42.0,7.9
2011-09-17,13.5,94.0,9.8
2011-08-29,19.4,81.0,11.0
2011-08-22,17.7,100.0,15.0
2011-08-21,25.6,53.0,10.0
2011-08-18,20.2,68.0,4.7
2011-08-03,22.5,58.0,3.7
2011-08-02,21.4,56.0,7.2
2011-07-26,15.8,91.0,5.2
2011-07-23,20.8,56.0,3.5
2011-07-18,18.4,81.0,4.1
2011-07-11,19.9,63.0,3.4
2011-07-10,20.0,62.0,4.0
2011-07-09,17.2,66.0,4.1
2011-07-03,17.6,74.0,6.8
2011-06-22,21.4,57.0,6.7
2011-06-16,13.7,72.0,2.8
2011-06-04,16.1,66.0,6.5
2011-06-02,8.7,97.0,6.6
2011-04-07,7.2,68.0,9.0
2011-03-21,5.5,94.0,2.1
2010-09-09,16.4,80.0,4.7
2010-09-02,21.6,56.0,3.2
2010-09-01,16.7,73.0,5.8
2010-08-24,24.7,52.0,3.3
2010-08-20,16.5,79.0,7.9
2010-08-19,16.9,82.0,4.4
2010-08-09,17.0,93.0,4.0
2010-08-08,18.8,89.0,4.4
2010-07-21,25.4,63.0,3.6
2010-07-16,20.2,74.0,5.4
2010-06-08,19.3,48.0,6.8
2010-05-05,9.4,65.0,8.6
2010-04-24,6.6,94.0,8.9
2010-02-21,8.7,66.0,1.4
2009-09-21,21.2,50.0,2.4
2009-08-09,19.8,74.0,8.7
2009-07-08,14.6,90.0,8.1
2009-05-16,16.0,48.0,4.5
2009-05-03,10.1,72.0,7.2
2009-02-21,10.1,47.0,3.6
2008-09-18,21.7,65.0,5.4
2008-09-03,17.5,71.0,4.9
2008-07-15,22.6,54.0,2.9
2008-07-05,17.1,100.0,11.8
2007-07-27,22.0,65.0,8.8
2007-07-11,33.1,36.0,6.9
2007-06-03,25.0,49.0,6.6
2006-10-09,17.6,45.0,4.6
2006-08-05,24.1,56.0,4.1
2006-07-22,32.3,44.0,2.6
2006-05-18,17.8,67.0,3.1
2005-06-24,21.0,62.0,3.5
2005-06-08,12.1,93.0,7.4
2005-05-27,28.9,33.0,6.6
2005-04-11,6.8,85.0,9.7
2004-09-01,17.0,93.0,4.5
2003-07-12,22.0,66.0,10.7
2003-07-04,18.5,80.0,5.6
2003-07-02,16.8,83.0,3.3
2002-07-15,22.5,62.0,4.3
2002-07-03,16.3,69.0,8.1
2001-02-21,8.9,67.0,3.9
2000-08-11,14.4,92.0,8.7
1999-08-04,26.3,66.0,5.8
2025-07-07,27.4,45.0,3.6
2025-07-05,20.3,66.0,7.0
2025-05-09,13.0,51.0,1.5
2025-04-26,17.0,47.0,4.8
2025-04-18,16.7,30.0,3.8
2025-04-17,15.5,23.0,0.5
2025-04-12,9.8,55.0,1.4
2025-01-26,3.1,45.0,2.2
2025-01-19,0.2,50.0,2.1
2025-01-12,1.3,70.0,1.2
2024-09-18,20.5,67.0,2.6
2024-08-31,30.4,46.0,2.2
2024-08-22,24.4,57.0,2.9
2024-08-07,29.9,36.0,2.9
2024-07-28,22.8,61.0,5.2
2024-07-27,25.0,53.0,5.6
2024-07-20,31.9,32.0,2.0
2024-07-07,31.8,40.0,4.4
2024-06-28,17.8,78.0,6.6
2024-06-16,11.4,91.0,3.1
2024-06-13,20.8,44.0,4.0
2024-05-22,17.9,46.0,5.2
2024-05-10,28.0,29.0,3.1
2024-05-03,19.3,35.0,7.1
2024-02-16,3.4,51.0,4.3
2023-10-13,19.3,53.0,2.3
2023-10-07,24.4,49.0,3.4
2023-09-01,26.2,45.0,6.5
2023-08-13,32.9,35.0,3.3
2023-08-03,26.2,42.0,2.5
2023-08-01,25.1,46.0,4.6
2023-07-09,27.5,50.0,6.0
2023-06-27,26.2,53.0,5.0
2023-06-26,26.3,56.0,5.5
2023-06-24,23.2,55.0,5.9
2023-06-22,24.4,48.0,0.0
2023-06-06,27.2,23.0,4.9
2023-05-27,23.3,63.0,7.6
2023-05-24,20.2,57.0,2.2
2023-05-20,26.5,52.0,5.6
2023-05-01,17.2,50.0,2.1
2023-04-29,19.2,52.0,6.9
2023-03-29,11.1,50.0,4.3
2022-11-20,10.1,28.0,1.8
2022-11-13,9.3,54.0,1.9
2022-11-10,5.5,49.0,1.5
2022-11-02,8.0,47.0,5.9
2022-10-27,9.4,100.0,5.5
2022-10-22,10.9,74.0,1.6
2022-10-16,26.0,35.0,4.5
2022-10-13,25.4,38.0,3.2
2022-09-30,22.3,58.0,0.0
2022-09-26,27.6,45.0,4.2
2022-09-16,15.3,82.0,5.1
2022-09-13,23.9,56.0,3.6
2022-09-03,24.5,60.0,7.1
2022-08-31,34.3,27.0,3.8
2022-08-21,26.4,60.0,4.5
2022-08-01,27.8,57.0,7.9
2022-07-27,34.2,44.0,3.6
2022-07-23,24.5,64.0,5.5
2022-07-16,18.4,88.0,4.3
2022-07-14,24.6,46.0,5.3
2022-07-05,21.0,62.0,3.8
2022-06-29,16.2,87.0,6.6
2022-06-25,28.0,37.0,2.8
2022-06-23,17.6,59.0,6.1
2022-06-19,16.8,78.0,5.8
2022-05-07,10.6,62.0,6.8
2022-05-01,12.0,70.0,4.0
2022-04-16,7.6,52.0,4.7
2022-01-27,4.2,64.0,4.7
2021-10-09,9.8,89.0,3.1
2021-10-08,13.7,49.0,0.4
2021-10-05,12.8,99.0,5.6
2021-10-02,13.5,84.0,4.4
2021-09-20,14.6,83.0,4.8
2021-09-14,14.9,100.0,2.3
2021-09-13,19.7,57.0,2.5
2021-09-08,20.8,84.0,4.0
2021-09-07,27.0,47.0,1.6
2021-09-01,21.6,44.0,0.4
2021-08-18,23.0,61.0,4.1
2021-08-13,36.6,25.0,1.5
2021-08-11,31.6,55.0,3.5
2021-08-10,26.0,62.0,4.4
2021-08-07,17.1,99.0,4.5
2021-08-04,31.5,30.0,3.9
2021-07-24,27.3,48.0,5.1
2021-07-06,30.0,45.0,3.3
2021-06-30,29.8,57.0,5.7
2021-06-24,27.7,59.0,5.3
2021-06-23,25.1,63.0,6.4
2021-06-15,17.7,57.0,5.7
2021-05-31,23.9,56.0,3.4
2021-05-25,17.2,79.0,4.7
2021-04-21,14.9,57.0,5.4
2021-04-12,9.8,50.0,5.1
2021-04-07,5.6,94.0,6.1
2021-04-01,6.4,86.0,4.0
2021-03-17,12.1,35.0,0.8
2021-03-09,8.0,63.0,3.1
2021-02-27,3.8,60.0,3.2
2021-01-23,0.8,46.0,0.8
2020-12-04,7.0,62.0,3.6
2020-11-06,8.9,64.0,5.4
2020-10-21,10.3,72.0,1.5
2020-10-17,13.6,82.0,6.6
2020-10-15,10.0,74.0,2.7
2020-10-04,17.9,87.0,5.1
2020-09-21,18.3,76.0,2.3
2020-09-13,23.0,58.0,6.5
2020-09-06,25.0,62.0,4.3
2020-09-05,23.0,72.0,6.1
2020-09-02,21.3,84.0,5.4
2020-08-27,22.7,52.0,2.6
2020-08-11,21.7,58.0,8.1
2020-08-09,22.6,56.0,2.9
2020-08-07,16.4,83.0,6.1
2020-07-28,25.9,59.0,6.4
2020-07-18,24.4,60.0,4.0
2020-07-14,23.9,53.0,4.7
2020-07-10,19.4,67.0,7.2
2020-06-03,18.4,46.0,6.1
2020-04-01,6.8,50.0,3.6
2020-03-15,2.7,37.0,5.8
2020-03-09,5.3,48.0,0.4
2020-02-20,7.6,41.0,3.2
2020-02-10,5.1,47.0,2.1
2019-11-20,9.8,41.0,4.0
2019-10-12,11.5,88.0,1.5
2019-10-05,13.2,76.0,3.5
2019-09-29,11.0,48.0,8.0
2019-08-28,29.7,42.0,0.0
2019-08-09,21.5,80.0,3.4
2019-08-07,28.9,53.0,3.5
2019-07-18,18.5,53.0,7.3
2019-07-17,16.7,100.0,6.7
2019-06-22,18.3,78.0,8.0
2019-06-20,20.9,33.0,2.9
2019-06-04,18.5,53.0,8.4
2019-05-28,22.9,65.0,5.9
2019-05-11,26.6,40.0,5.5
2019-05-10,27.5,31.0,2.1
2019-04-21,15.9,52.0,7.5
2019-03-31,16.3,35.0,0.0
2019-03-17,12.8,56.0,5.2
2019-03-10,6.5,35.0,1.4
2019-02-26,-2.3,43.0,4.7
2019-02-09,-6.5,43.0,10.2
2019-01-13,8.9,68.0,4.7
2018-10-13,14.9,44.0,4.3
2018-09-20,14.6,90.0,2.7
2018-09-18,18.3,52.0,1.6
2018-09-09,15.1,100.0,4.7
2018-08-18,28.8,42.0,1.4
2018-08-08,33.8,33.0,2.0
2018-06-25,17.1,63.0,7.0
2018-06-16,24.6,44.0,10.0
2018-06-15,20.2,55.0,3.3
2018-06-12,15.6,63.0,0.8
2018-06-11,15.4,53.0,6.5
2018-05-30,14.9,57.0,4.3
2018-05-27,20.3,51.0,6.2
2018-05-23,28.1,34.0,3.6
2018-05-14,28.5,30.0,3.6
2018-05-11,22.5,36.0,2.6
2018-05-10,14.0,62.0,5.8
2018-05-05,21.8,41.0,4.1
2018-04-07,7.7,91.0,2.9
2018-01-21,5.5,99.0,4.3
2017-09-11,23.7,52.0,5.4
2017-09-01,26.4,36.0,1.8
2017-08-19,22.1,50.0,4.8
2017-08-17,22.2,66.0,6.5
2017-08-16,22.3,61.0,5.9
2017-08-11,33.1,31.0,3.4
2017-08-06,31.9,37.0,3.5
2017-07-22,17.4,96.0,2.6
2017-07-21,19.9,64.0,4.5
2017-07-12,22.6,54.0,7.6
2017-07-11,23.1,48.0,4.7
2017-07-10,23.0,57.0,8.8
2017-07-02,24.6,57.0,7.0
2017-06-02,15.6,93.0,4.0
2017-05-31,17.9,69.0,4.1
2017-05-19,20.0,48.0,5.5
2017-05-13,12.0,58.0,5.6
2017-04-27,11.7,63.0,4.7
2017-02-20,6.4,77.0,4.0
2017-02-02,-1.7,60.0,4.5
2017-01-28,7.5,72.0,1.5
2016-10-01,13.0,82.0,13.3
2016-09-13,22.5,46.0,5.8
2016-09-11,19.1,57.0,6.2
2016-08-30,21.3,72.0,9.7
2016-08-18,29.9,34.0,9.2
2016-08-06,18.9,65.0,8.9
2016-08-04,21.4,68.0,4.7
2016-08-03,17.3,91.0,5.2
2016-07-22,19.7,86.0,6.2
2016-07-20,21.5,75.0,6.4
